"name","thematic_area_id","thematic_area","interest_area_id","description","requirements","work_methods","optional_requirements"
"Analista funcional 1",6,"tech",NULL,"¡En Topaz nos une la tecnología y nos conecta la evolución! En nuestra organización estamos totalmente comprometidos en contribuir a las soluciones financieras que hagan de la industria un lugar seguro, accesible y dinámico. Queremos llegar a diferentes partes del mundo con nuestro amplio ecosistema de soluciones tecnológicas. ¡Así que te invitamos a que seas parte de este equipo!¡Además tenemos grandes beneficios para ti! Sabemos que en conjunto alcanzaremos el éxito, así que postúlate y haz parte de este gran Team.Responsabilidades e atribuiçõesTu día a día en Topaz:Profesional Universitario, mínimo un año de graduado, Dos (2) años de experiencia como Scrum MasterCertificación Scrum Master, vigente.Ayudar a todos (internos y externos) a entender el proceso Scrum, Agile, SAFe, para definir las interacciones más optimas con el equipo, y así lograr que éste sea más valioso y productivo.Servir de “coach” a todo el equipo respecto de la ejecución del proceso, buscando mejorar el rendimiento general del equipo.Gestionar los bloqueantes del equipo, asegurando que el equipo esté siempre encaminado a la consecución de sus objetivos, además de fomentar su auto-organización y auto-gestión (los problemas deberían ser resueltos por el equipo siempre que sea posible).Organizar, facilitar y evidenciar las reuniones correspondientes a la metodología ágil (Daily, Sprint Planning, Sprint review, Refinamiento, System Demo, Retrospectiva).Generar las métricas del equipo (Indicadores).Realizar, gestionar y garantizar el cumplimiento de los acuerdos de servicio como fechas de entrega, estimaciones, atención de defectos e incidencias productivas.Velar por la correcta utilización del tablero en Azure Devops.Asegurar el cumplimiento de la metodología interna de la compañía.Garantizar la transferencia de conocimiento dentro de los equipos de desarrollo y pruebas. (Mejora Continua)Garantizar el cumplimiento de la metodología en el proyecto de acuerdo con los lineamientos corporativos.Requisitos e qualificações¿Qué necesitas saber para ser parte de Topaz?Profesional Universitario, mínimo un año de graduado, Dos (2) años de experiencia como Scrum MasterCertificación Scrum Master, vigente,Manejo de herramientas de ofimática,Manejo de herramientas Azure,Manejo de equipos agiles,Deseable manejo de PowerBI.Informações adicionais¡Ten en cuesta estos beneficios que mejorarán tu experiencia en Topaz!Salud y Bienestar: Porque pensamos en nuestros equipos, contamos con diferentes planes de salud, los cuales están enfocados en promover el bienestar en la organización.Desarrollo personal y profesional: Estamos en constante evolución. Por esto, ofrecemos entornos, programas y políticas que garantizan el espacio y las oportunidades necesarias para ti Plan carrera.Flexibilidad y tiempo libre: Aquí encontrarás el tiempo que necesitas para recargar energías, además podrás disfrutar de un día libre en tu cumpleaños Modalidad de trabajo híbrido.Convenios: Ofrecemos diferentes convenios y descuentos.#SomosTopaz         Mostrar más           Mostrar menos. Oferta publicada por Cobis Topaz en Bogotá","[""manejo"", ""proyecto"", ""bienestar"", ""servicio"", ""planes"", ""conocimiento"", ""trabajo"", ""herramientas"", ""experiencia"", ""desarrollo""]",NULL,NULL
"Desarrollador Full Stack",6,"tech",NULL,"Lograr la correcta funcionalidad de la plataforma asignada de cara al usuario y su interacción con la misma.","[""net core"", ""PostgreSQL"", ""angular"", ""full stack""]","[""to_be_agreed""]","[""python""]"
"operarios de produccion convocatoria miercoles 9 de noviembre - Vivir en chía, Zipaquira o zonas aledañas",13,"product",NULL,"PRESENTATE CONVOCATORIA LABORAL miercoles 9 de noviembreYAZAKI TEMPORAL STAFFING DE COLOMBIANuestro clienteImportante empresa del sector ensamble automotrizDescripción de la vacanteEsta en búsqueda de Operarios de producción (HOMBRES Y MUJERES)para trabajar en chía, debe contar con experiencia laboral en plantas de producción en Línea certificable. 3 meses mínimo, O caballeros que hayan prestado su servicio militar recientemente.Disponibilidad de tiempo completo.Pago quincenalInteresados presentarse el día miercoles 9 de noviembre, en la dirección: Km 21 autopista norte.Horario: 07:30, Preguntar por Ximena OtaloraTemporal Staffing de Colombia.Indicación: Se bajan en el puente del olímpica de la caro, pasan el puente por el costado izquierdo, ingresan por la destapada y cuando pasen el ferrocarril al lado izquierdo esta la empresa, se dirigen a la puerta 2. Preguntar por Ximena Otalora.Llevar HOJA DE VIDA Y TAPABOCAS, DISPONIBILIDAD DE TIEMPO YA QUE SE REALIZAN PRUEBAS TECNICAS EN LA EMPRESA lleva algo de refrigerio.RequisitosExperiencia laboral mínima de 3 meses como operario de producción en líneaDeben vivir en chía, Zipaquirá, sopo, Tocancipá, Gachancipá o aledaños ya que la planta queda ubicada en chía.Nivel académico desde Básica Primaria.Aplica experiencia en flores, cargue y descargue, logística, empaque, almacen.Condiciones salarialesBENEFICIOSSALARIO MINIMO LEGEL VIGENTETODAS LAS PRESTACIONES SOCIALES DE LEYAUXILIO DE TRANSPORTE LEGALADICIONAL DE TRASPORTE $100.000SI RUTAS SOLO QUE SON CONTRATADAS POR LOS OPERARIOS.BONOS EXTRALEGALES POR PERMANENCIA LABORAL. A LOS 3 MESES $100.000 Y A LOS 6 MESES $150.000APLICA EXPERIENCIA EN FLORES, LOGISTICA. CARGUE Y DESCARGUELLEVAR HOJA DE VIDA EDFERO TAPABOCAS Y REFRIGERIO.Horarios laboralesTurno Rotativos de Lunes a Sábado, NO SE TRABAJAN LOS DOMINGOS.6-2, 2-10, 10-6.l         Mostrar más           Mostrar menos. Oferta publicada por Staffing de Colombia en Cajicá","[""recursos"", ""empresa"", ""servicio"", ""produccion"", ""experiencia"", ""recursos humanos""]",NULL,NULL
"¿Cómo podríamos crear una estrategia de trabajo en convenio con los proveedores para incrementar la eficiencia en nuestro trabajo?",3,"suppliers",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"Asesor de servicio al cliente (canal chat y redes sociales) - Se ofrece posibilidad de trabajo en casa.",17,"consumer",NULL,"Importante entidad de telecomunicaciones requiere para su equipo de trabajo asesor de servicio al cliente – canal chat o redes sociales.Condiciones LaboralesSalario básico 1.160.000 + prestaciones de ley (Eps, Afp, caja de compensación, Arl y Aux de transporte 140.606) + variable por cumplimiento de $220.000Horarios: lunes a sábado Franja horaria de 6:00 a.m. a 10:00 p.m. (Se laboran máximo dos domingos al mes) 48 horas semanales.Contrato: Obra o laborCapacitación: Remunerada a $20.000 el día, modalidad hibrida.Se labora en la ciudad de Bogotá.Posibilidad de trabajo en casa (después de 2 dos meses de la firma de contrato).Se ofrece oportunidad de crecimiento dentro de la compañía.RequisitosTécnico, tecnólogo, o estudiante universitario de mínimo 3° semestre en carreras administrativas o afines, con mínimo 1 año de experiencia en call center (certificable) o 6 meses de experiencia en canales digitales.¡ Si estas interesad@, y cumples con los requisitos, Aplica ya - Te esperamos :)         Mostrar más           Mostrar menos. Oferta publicada por Millenium BPO en Bogotá","[""caja"", ""transporte"", ""trabajo"", ""telecomunicaciones"", ""servicio al cliente"", ""redes"", ""experiencia"", ""servicio"", ""equipo""]",NULL,NULL
"¿Cómo podríamos identificar un mercado potencial en el que no se encuentre la organización actualmente?",11,"market",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"Coordinador Comercial",19,"sales",NULL,"Coordinación de entrega a cliente de cotizaciones y seguimiento de las mismas. Manejo CRM. Manejo de redes sociales, plan de comunicación interna, Seguimiento al plan comercial y presupuesto de ventas, consecución de negocios, evaluación de mercado. Conservación y organización base de datos clientes. Liderar campañas comerciales         Mostrar más           Mostrar menos. Oferta publicada por INGENIEROS MECANICOS ASOCIADOS en No especifica","[""base de datos"", ""industrial"", ""redes"", ""experiencia"", ""datos"", ""comercial""]",NULL,NULL
"¿Cómo podríamos atraer nuevos talentos con ideas frescas que le den valor a nuestra organización?",9,"talent",NULL,"la organización lleva una misma línea de trabajo y pensamiento desde hace varios años",NULL,"[""to_be_agreed""]",NULL
"Cajero Bancario - Bogotá",16,"finance",NULL,"Si eres técnico graduado, tecnólogo graduado o estudiante ACTIVO Universitario de carreras administrativas como (Negocios Internacionales, Administración de Empresas, Contaduría, Ingeniería Industrial, Ingeniería Financiera, Economía, Finanzas, Mercadeo, Comercio Exterior y/o relacionadas, es tu oportunidad de aplicar para obtener tu primera experiencia laboral y tener muchos beneficios con la companía Los beneficios que te ofrecemos son: Salario: $1.156.000 + prestaciones de ley Horario: Lunes a Viernes 8:00am a 5:30pm Los requisitos para hacer para de esta convocatoria son: - Estudiantes de séptimo semestre en adelante de carreras administrativas tales como: (Negocios Internacionales, Administración de Empresas, Contaduría, Ingeniería Industrial, Ingeniería Financiera, Economía y Finanzas o Comercio Exterior o relacionadas). -Tener excelente actitud de servicio y presentación personal. - Lugar de Trabajo: Oficinas de la Red de la entidad financiera Tus funciones serán: -Labores administrativas internas en oficina de la entidad bancaria recaudo de dinero, manejo de medios de pago, pago a pensionados, ejecutar transacciones por parte de los clientes en el banco, ofrecimiento de productos del portafolio del banco y servicio al cliente.         Mostrar más           Mostrar menos. Oferta publicada por Trabajo Joven Sí Hay en Bogotá","[""servicio"", ""manejo"", ""experiencia"", ""financiera""]",NULL,NULL
"Contralor de proyectos - Barranquilla",13,"product",NULL,"Marval ha sido reconocida como una de las 100 mejores empresas para trabajar en Colombia, logrando que nuestros colaboradores se sientan orgullosos de pertenecer a este gran equipo y contribuir con el desarrollo de la economía regional y nacional. Por eso, seguimos en busca de los mejores talentos, personas innovadoras, apasionadas por el servicio y que ven el mundo desde otras ópticas.¿Quieres ser parte del equipo MARVAL?Nos encontramos en búsqueda de: CONTRALOR DE PROYECTOS Profesional en Ingeniera CivilMISIÓN DEL CARGO: Controlar en tiempo real el presupuesto de los proyectos a su cargo, identificando de manera específica las desviaciones que se presenten con el fin de analizar, generar alertas y plantear accionesde mejoraFuncionesDar cumplimiento a la normatividad legal y los parámetros técnicos exigidos por la empresa y entidades públicasRealizar informe de control de costos de los proyectos a cargo y reportar los respectivos indicadores.Validar las desviaciones del presupuesto para autorizar los requerimientos necesarios para su ejecuciónControlar y garantizar el costo de las actividades o materiales adicionales derivadas de la ejecución de Kit de acabados.RequisitosNivel Académico Requerido: Profesional en Ingeniería CivilEXPERCIENCIA LABORAL: General: Mínimo 5 años. Específica: Mínimo 3 años.Condiciones Del CargoHorario: Lunes a Sábado¡MARVAL NO COBRA POR SUS PROCESOS DE SELECCIÓN!         Mostrar más           Mostrar menos. Oferta publicada por MARVAL S.A. en Barranquilla","[""servicio"", ""empresa"", ""normatividad"", ""costos"", ""proyectos"", ""control"", ""materiales"", ""desarrollo"", ""equipo""]",NULL,NULL
"Auxiliar de bodega - Bucaramanga Contratación Inmediata",5,"legal",NULL,"Buscamos tu talento.Bachiller con mínimo 6 meses de experiencia en el área.Condiciones LaboralesSalario: $1.000.000, más auxilio de transporte Legal, más prestaciones de ley y horas extras.Horarios: Lunes a sábado de 7:30 Am a 5:30 PmContrato inicialmente por 3 meses.         Mostrar más           Mostrar menos. Oferta publicada por Time Jobs en Perímetro Urbano Bucaramanga","[""experiencia"", ""transporte""]",NULL,NULL
